text,label_words,label,predicted_labels
뜻밖에도 본질을 짚었다 <--------- 극혐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Appearance,[3],['1']
정신병자 자한당 부대들은 세월호.북한 관련된연예인들에게 악플도배수준임 일베! 신천지 등등 드러운종자들,Disabled,[4],['1']
웜련들아 전쟁나면 10틀딱은하고 난민신청하자이기야,Age,[9],"['1', '9']"
너가 뭘 물어봐도 개독새끼들은 무적논리로 대답가능하다신은 '전지전능'하니까,Religion,[6],['0']
술안먹으면 무슨 낙으로사냐,IMMORAL_NONE,[0],['1']
한국은 이슬람 들어와도 저렇겐 안 될듯.. 우리나란 기독이 아니라 개독이잖아 ㅋㅋㅋㅋ물론 이슴람 개새끼! 코란 라면 받침대! 마호메트 똥꾸멍 허벌똥구멍,Religion,[6],['6']
두상이나 얼굴형에 따라서 캡모자가 어울리지 않는 사람도 있다.,IMMORAL_NONE,[0],['0']
짤 씨발 ㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ,profanity,[2],['1']
전라도냐??,Origin,[7],['1']
그냥 멍청한 사람들의 댓글이라고 쓰면 될 것을 굳이 맘충이라고 적는 역겨운 새끼.,profanity,[2],"['1', '9']"
그와중에 입로 밥이 들어가긴 하나봐,CENSURE,[1],['1']
가서 당연히 할거지?ㅋㅋ,SEXUAL,[11],['1']
오늘도 3시간 회의가 말이 되니?,CENSURE,[1],['1']
일상적인일까지고 처벌을하냐. 저짝판사 맞냐? 홍어박멸판사노.,Origin,[7],['1']
틀딱내에 질식하겠음,Age,[9],"['1', '9']"
퇴물배우 정지훈이나 외모가 지나치게 과대포장된 원조 발연기자 김태희 아줌마,Appearance,[3],['1']
사람마다 다르긴 하겠지만 적어도 4년제 대학은 나와야 일머리가 있음.,IMMORAL_NONE,[0],['1']
외노자+불체자+인권단체+기획재정부가 떠벌이는 다문화차별금지법이 생각나盧,Racism,[5],['5']
별미친...놈이 목사 한다고..어이구야..,Religion,[6],['1']
그건 아니지 #@인간및인간집단.인물.정치인.남성#가 니@ㅐ미한테 돼지 발정제 먹이고 강1간하면 어쩔려고 ㅋㅋ,SEXUAL,[11],['1']
키작고 못생겨도 연예인만하면 나이어리고 이쁜 여자들 줄줄 따라다닌다 그리구 같잖은 사업도하고 ㅋ,Appearance,[3],['3']
"장애충들 오늘 길막고 시위하는거 봄, 재수없음 누가 그런 장애 가지고 태어나랬나 왜 불편하게 하는지 모르겠음",Disabled,[4],['1']
이놈은 나이 어린놈이 말하는 싸가지하고...,Age,[9],['1']
아~ 어차피 원나잇인데 이름으로 저장해놓으면 너무 많아서,SEXUAL,[11],['1']
다이어트를 위해서 공복을 유지하는 것도 좋은 방법이구나. 뭣도 모르고 운동만 주구장창 했는데 식단 조절도 해야겠네,IMMORAL_NONE,[0],['1']
치킨 배달하는데 고객님이 분리수거 좀 해달라고 하더라.,IMMORAL_NONE,[0],['1']
저 장애인 좀 도와줘야 하는거 아냐?,IMMORAL_NONE,[0],['1']
"""니들 틀딱 대통 만들어봐라.ㅂㅅㄷㅇ. 니들 후손들이 그 원망 감당할수 있을거 같냐.""",Disabled,[4],['9']
에이즈 검사도 해야지 코로나 보다 더 고질병이다.,Gender,[8],['1']
잘하는거라곤 지들 배불리는 것 밖에 없어요 돼지들이,CENSURE,[1],['1']
하루종일 먹고있는 우리 딸 보면 그만먹어 란는 말을 안 할수 없다는...,IMMORAL_NONE,[0],['1']
막내니까 술자리에 제일 늦게까지 있어,IMMORAL_NONE,[0],['1']
신민아가 남자보는 눈을 키워야할듯 커리어나 외모로보나 김우빈같은 듣보랑 신민아는 너무 안 어울림,Appearance,[3],"['1', '5']"
깨어있는 개슬람,"Racism, Religion","[5, 6]",['1']
 빨리 내놔 좋은 말로 할때,VIOLENCE,[10],['1']
응 네깟 쓰레기년 안받아줌 ;; 문재인 만세 외치고 전라도로 가시던가요,Origin,[7],"['1', '5', '9']"
짠밥 순으로 연차 쓰는거지...,IMMORAL_NONE,[0],['1']
급밍아웃 좆같이하네 그냥 나처럼 조용히 활동해라,Age,[9],['1']
동성애와 에이즈 문제에 관한 보도를 제한하는 ‘인권보도준칙’을 만들고 퀴어행사에도 적극적으로 참여해 그 행사를 후원·지지하고 있는 국가 인권위는 동성애자가 아닌 대다수의 국민들의 인권을 심각하게 위협하는 기관이네요.  국가인권위 OUT!!!!!!,Gender,[8],['8']
하여튼 씨발 김치새끼들 인프라는 좆도안되면서 서구권에서 한다면 무턱대고 따라가요,Racism,[5],['5']
사람을 잡앗네에이미 저련 저것 약쟁이들은정신병자들이다,Disabled,[4],['1']
시발 지금 조선반도 주류가 누군지 아냐,profanity,[2],['1']
박사라고 뭐든 다 아는건 아니야,IMMORAL_NONE,[0],['1']
한국에 끼친 해악은 개신교가 더 크지 않나요? 개신교인들도 다 내보내야된다면 무슬림 반대도 인정,Religion,[6],['0']
다른건 모르겠는데 니애비애미 분탕홍좆족인건 알듯,"Racism, Origin","[5, 7]",['1']
성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.,Appearance,[3],['3']
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ홍어 새끼들 호다닥 뛰어왔다가 긴급 대피중,Origin,[7],['0']
웃긴건 검사나 판사도 현재 법이 좆같다는거 다 앎. 내가 별거 아닌 댓글로 광우병 그분한테 고소쳐먹고 검찰청에 가니깐 검사가 성추행처럼 상대가 느끼기에 좆같으면 다 걸린다고 조심하라더라..그리고 기소유예 주더라 씨발..,profanity,[2],['1']
죽을거면 민간인일때 조용하게 산속가서 목매달고 죽어라,VIOLENCE,[10],['1']
너무 티나잖아 ㅄㅇ걍 시게노만 했어도 넘어갔을 것을,profanity,[2],"['1', '9']"
검둥이지만 김신영 보단 꼴려 그래도,Racism,[5],['1']
건대가 중요한 동북권 전략적 요충지인데(노원 도봉 중랑 직장인들 환승구역)건대 조선족에 넘어가면 다음은 강변이고 넘어가면 잠실임,Racism,[5],['5']
으휴 안에서 새는 똥양남 밖에서도 샌다 너련 욕봤노,Racism,[5],['1']
관리가 필요한 부분은 맞는것 같다...똥꼬충들은 파트너가 자주바뀌는 편 아니냐?성소게이들은 콘돔도 꼭 쓰고 검사도 자주 받아라,Gender,[8],"['1', '8']"
진짜 좆같이 미개해 보인다 미친 짱깨새끼들은 왜이리 단체로 북치는걸 좋아할까,Racism,[5],['5']
탈북자 빨지 말아라... 갑자기 통일되면 답 안나온다 ㅋ아무리 연방제든 뭐든 된다고 해도 통일이 갑자기 되면어찌하겠노북에 있는 놈들 가만히 있으라고 해도 죄다 남으로 우르르 넘어오면 무슨 돈으로 2400만 다 맥여주고재워주고 하겠노자본주의 이해도 안 되는 놈들을..,Racism,[5],['5']
"조용히 살아주세요. 관심 없어요. 여담이지만 동성커플 보면 결국 남자, 여자 역할이 나눠져 있는게 신기~~~~",Gender,[8],['1']
옛날 친구중에 대학 일학년때 남자친구가 나올때마다 만원만 갖고나온다고 헤어진얘가 있다ㆍ그때돈 만원이면 대학생치고 작은돈 아니고 지도 만원갖고 나가면 될걸 지는 화장품사고 옷사고 다른애들만나 쓸돈은 있으면서 남친한테 한심해서 못만나겠단다 결국 결혼할때도 조건봐서 결혼하고 그렇게 돈ㆍ성공에 취해살더라,Appearance,[3],"['1', '3']"
굳이 대로를 다 막아놓고 퀴어 축제를 하겠다는 저 사람들이 지하철에서 예수천당 불신지옥을 외치는 종교쟁이와 다를게 뭘까?,"Gender, Religion","[8, 6]",['1']
너는 그냥 와꾸가 마음에 안들어,CENSURE,[1],['1']
우리회사 여직원 뽑을때 얼굴 제일 먼저 보긴하는듯.,IMMORAL_NONE,[0],['1']
똥꼬충 빠른 재기해라,Gender,[8],['1']
장성규 아저씨 못생겼다,Appearance,[3],['1']
저 씨발 좆쓰레기 똥남아년은 뱃지하나 달더니자국민을 가르치려드네..,Racism,[5],['5']
아따 유작이노.ㅋ 근데 좆놈새끼 와꾸는 한남벌레새끼노 칵퉤 씨부랄,Appearance,[3],['0']
넌 얼굴이 엄청 크다. 너같이 머리큰 여자애는 어디다 쓰냐?,CENSURE,[1],['1']
진심 걍 다 쏴죽이고 목매달고 싶다,VIOLENCE,[10],['1']
책 모서리로 개패버리고 싶다,VIOLENCE,[10],['1']
메갈 돼지년들이 똥꼬충까는건 진짜 신기하네 ㅋㅋㅋㅋ,Gender,[8],['5']
"☠: 5판 3선승  ☠: ak(착검,103,라이트,헤비,노말) , trg , awp , 데글 , 메그넘 , 아나콘다 그외 x 전기충격기 x   ☠: 모든 마이건2 (마블,노블,이블,더블,럼블,로얄,노바) all lv.1~20  이블,럼블 폭탄 x  , 럼블,더블 킷 x  ☠: 캐릭터 제한(점묵,발감)                ※머리통 이상한캐릭터x  ☠: 굴림 폭 가능 / 유령,붙임,연막,섬광,칼폭 x   ☠: 드곤 야시 dynamite x   ☠: 화덕 가능 o 버닝 가능 o   ☠: 고의낙사 x 자살 x   ☠: 흡연,화장실 말하고 가기   ```**",Appearance,[3],['0']
변태들은 감옥에 쳐넣고 사지를 하나씩 잘라줘야함,VIOLENCE,[10],['1']
한남충은 병신들이 그냥 일베충 따라한거 잖아피싸개가 ㄹㅇ 창의력 오지지 ㅋㅋㅋㅋㅋㅋㅋ어감보소,profanity,[2],"['1', '9']"
나 예전에 아무생각없을때 그책보고 세뇌됨 아주 좆같은 진보 옴옴러,profanity,[2],['1']
ㅂㅅ..일본비슷한일정은 소화하고 이건안가서그런건데..먼 개소리냐..ㅁㅊ 모르는것들이 옹호하고자빠졌네..일베들,Disabled,[4],['5']
갔으면 대줘야지 ㅋㅋㅋ,SEXUAL,[11],['1']
좆빻은 와꾸 올릴거면 정화짤도 같이올려라 오전에 먹은 낙태비빔밥 다 토했노 구에에에에엑,profanity,[2],['0']
설리 마녀사냥하는것도 모자라서 이제는 그 남친 최자까지 악플달면서 갈궈대는 꼴펨 메갈년들 클라스 보소 ㅋㅋ 성비만 봐도 답 나오고 이거 다 pdf떠서 증거 남겨야겠네 진짜 ㅋㅋㅋ 너네는 좀 고소당해야겠다. 너무 추하고 이 와중에 성별혐오하고 뭐든 그냥 연애했던 남자가 있으면 그 사람 까대려고 작정하고 실검 띄우고 짜집기해서 마녀사냥하고 그럴싸하게 루머 퍼뜨리고 다니면서 갈궈대는게 니들 취미생활이지? 밖에서 제발 우연히라도 길거리에서 마주치지 말자 집에서 조신하게 짜져있고 일반 사람들한테 피해주고 살지 마라,Appearance,[3],['1']
쟤 침대에선 어떨까?,SEXUAL,[11],['1']
그러니까 씹치지ㅉㅉ,profanity,[2],['1']
요즘 교사를 선생이라 할 수 있냐? 그냥 공무원이지.,CENSURE,[1],['1']
하 저렇게 잘생긴 남자한테 따먹히면 소원이 없을 듯,SEXUAL,[11],['1']
이 만화 정말 의리로 본다,CENSURE,[1],['1']
저거 2000년대에 초딩들이하던건데 이젠 다 틀딱이 되어부랐노,Age,[9],['9']
그러니까 정부가 하는 짓이 저능아 수준이지.,Disabled,[4],['1']
"이슬람시계보이가 보상 받으면 저 시계발명품을 보고 폭탄으로 알고 충격받아 신고한 선생님이 ""정신적충격""으로 정상적인 생활이 불가능하다는 이유로 이슬람 시계보이를 상대로 천오백만불 소송을 걸면 되지 않겠노","Racism, Religion","[5, 6]",['0']
못생긴 여자랑 결혼하려고 걔들이 그렇게 공부한줄 아노,Appearance,[3],['1']
일베충이 메갈 외모로 욕할 자격은 됨?ㅋㅋ 세월호시위때 햄버거 사먹는 일베충보니까 장애인같이생겼던데,Disabled,[4],['0']
성매매 앵나게 하고 뒷통수 좆나 치는 라도남 무시하지 말아라 말투가 얌전해서 그렇지 까놓고 보면 얍샵하게 비열하노 와꾸도 키큰 놈들 없고 앵나게 빻음,Origin,[7],['1']
안정환 딸래미 못생겼는데 살까지 계속찌네,Appearance,[3],['1']
제발 나오지마 홍선영 쌍거풀 수술에 인조눈썹 울퉁불퉁 입술 부담스러워요,Appearance,[3],['0']
촌놈새끼답게 맛없는것만 골라서 쳐 묵네 ㅋㅋ,Origin,[7],['1']
필리핀년한테 왜이리 관심을주냐,Racism,[5],['5']
내가 겪어 본 전라도 홍어들보면그런 것 같다초보 사기꾼전라도 홍어들은사람 데리고 가스라이팅 하듯사람 심리를 계속 알려고 함질문도 자주하고말도 많음이주 귀챦게 함,Origin,[7],['7']
사나같은 갓본녀 울릴시간에 블랙핑보같은 동남아년들 조지자,Racism,[5],['0']
개독은 ㄹㅇ 과학이네걍 이슬람믿어서 일부 다처제하는게 더 좋지,Religion,[6],['6']
진짜 쇼를 해라 그럼 잠 안 올 때 공부를 하면 되지 어휴 바보냐?,CENSURE,[1],"['1', '5']"
급식아니랄까봐 1절을 못함,Age,[9],['9']
개쌍도 아니라서예지력 하락,Origin,[7],['0']
홍어새끼였노,Origin,[7],['0']
백신 굴욕 계약에 국민한테 사기까지 치고 이게 나라냐?,CENSURE,[1],['1']
홍어가 몸에좋고 맛도좋당게요~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Origin,[7],['7']
남의 아빠 말고 니네 아빠나 걱정해 오지랖 말고,CENSURE,[1],"['1', '9']"
부디 많은 분들이 동성애와 관련한 실체를 알게 되었으면 좋겠습니다.,Gender,[8],['8']
남의 나라 들어와서 깽판치는 놈들은 바로 출국시켜야.,CENSURE,[1],"['1', '5']"
게이새끼들 러시아로 다 보내라 ㅎ,Gender,[8],['5']
그리고 자기 인생을 똥통에 빠트린 범죄자 자식에게 인권은 사치임,CENSURE,[1],['1']
이래서 난민 개슬람새끼들은 안 돼,"Racism, Religion","[5, 6]",['5']
이씹새끼는 안끼는대가 없어 ㅋㅋ,profanity,[2],['1']
고딩 여자애들 중에 머리 완전 짧게 자르고 교복도 바지로만 입고 다니는 애들이 꼭 한두명씩 있는데 그런 애들은 뭐지,IMMORAL_NONE,[0],['1']
동성애 옹호하는 국가인권위원회.여가부.:해체시키라,Gender,[8],['8']
귀에서 피토하게 만들어줄까?,VIOLENCE,[10],['1']
"일 잘하는 사람을 흔히 일머리가 있다고 한다. 그것은 대학, 대학원 처럼 공부를 많이 해서 얻어지는 것이 아니다. 고등학교만 나왔어도 대학 졸업자 이상으로 일을 잘 해 내는 사람들이 많다. 심지어는 임원급으로 승진하는 사람들도 점점 늘어나고 있다.",IMMORAL_NONE,[0],['1']
윗글쓴시 분 당신도 나중에 틀딱이 된다.,Age,[9],['9']
기독교 아닌데 퀴어 축제 너무 싫습니다,Gender,[8],['8']
솔직히 틀린말 아니지고졸무직통구이새끼들 나중에 늙어서 병원신세질때쯤 되면베트남 2세 의사슨상님 말 잘듣어야 될 상황도 온다좆빠지게 돈벌어라,Racism,[5],"['1', '9']"
못생긴게 쳐 마누라 잘만나가... 신영수 졸라 못생김,Appearance,[3],['3']
저런애들 자빠뜨리는거 개쉬움,SEXUAL,[11],['1']
찾아본다고 노력한건 좋은데 장묘시설내에서 처리가 끝나면 폐기물이 아닌게 맞음 ㅇㅇ근데 처리를 끝낸게 아니라 화장 후의 부산물을 갖고 나와서 집에 뒀자나?그건 폐기물이 맞고그걸 도로 장묘시설에 가져가서 납골당 같은곳에 보관하면 괜찮은데그냥 뒷마당에 뿌렸자나??? 이건 폐기물 관리법 위반이 맞음 ㅇㅇ멍청한놈 ㅋㅋ,Appearance,[3],['3']
외국인을 없애자 외국인을 없애자 한국에는 한국인만 남기자,Racism,[5],['5']
盧알라후 앜바르!,Religion,[6],['1']
미투페미충들 이제 동성애자 욕하기 시작했네 ㅋ,Disabled,[4],['1']
발 왜저래.. 와 진짜 못생기고 크다..,Appearance,[3],['3']
모텔에서 꼬튜 발기 안 될 자신있어?,SEXUAL,[11],['1']
으 짤 존나 극혐이노,Appearance,[3],['1']
기독교 미안하지만 99프로는 사기,Religion,[6],['0']
어차피 오빠 가 다 벗길테지만..ㅎㅎ,SEXUAL,[11],['1']
경상도 할배일듯,"Age, Origin","[9, 7]",['1']
"에이즈가 동성애 때문이 아니다. 항문성교가 위험한 것이 아니다라고, 증명하고 싶다면~!! 먼저 덮으려는 자 펼치려는 자를 읽어 보시길 추천합니다~^^",Gender,[8],['8']
으휴 정부에 선동당해서 니 목숨 위험한 줄도 모르고 멍청하게 구네,CENSURE,[1],"['1', '5']"
넷플릭스에 자막은 청각장애인을 위한 자막이라서 세세한 소리까지 묘사해줘,IMMORAL_NONE,[0],['0']
급식체 분탕으로 처리하고 벤하면 안되나,Age,[9],['9']
나 건들기만 해봐 모든 사람에게 전염시켜 버릴거니까,VIOLENCE,[10],['1']
씨발새끼들; 남자들 다 초등학생이면 꼴릴거라는 편견 왜 가지지 병신들새끼들이;씨발 애미 어린새끼한테 성욕느끼냐?진짜 징그럽다 ㅅㅂ;,profanity,[2],['9']
밥먹을때 천천히 먹는 습관이 좋은거같아요,IMMORAL_NONE,[0],['1']
어짜피 병신 장애인인데 공부는 시켜서 뭐함? 공부시킨다고 3살지능이 20살됨?,Disabled,[4],['0']
레즈든 게이든...확실한건 정상은 아니다,Gender,[8],"['1', '8']"
중국인들은 위생 관념이 우리나라 사람이랑 달라서 자주 씻지 않는 다더라. 머리를 한달에 한 번 감기도 하고 샤워도 일주일에 한 번 한대.,IMMORAL_NONE,[0],['5']
